lang,year_month,n_questions,total_answers,avg_answers,pct_accepted,avg_views,total_views,n_users,ari,ari_centered,covid,post_copilot_beta,did_copilot_beta,post_copilot_ga,did_copilot_ga,post_chatgpt,did_chatgpt,post_gpt4,did_gpt4,post_llama2,did_llama2,post_code_llama,did_code_llama,post_devin,did_devin,avg_answers_lt,n_questions_lt,avg_views_lt,total_views_lt,views_per_q,views_per_q_lt
csharp,2020-09,6310,6703,1.062282091917591,0.4473851030110935,895.4177496038035,5650086,4985,0.688,0.0450769230769229,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7238131812414984,8.75004942158424,6.798406542716683,15.54718150123416,895.4177496038035,6.798406542716683
csharp,2020-10,6013,6462,1.074671544985864,0.4525195409945119,881.306336271412,5299295,4810,0.688,0.0450769230769229,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7298028495801507,8.701845363548474,6.782539315740764,15.48308453951096,881.306336271412,6.782539315740764
csharp,2020-11,5846,6440,1.101607937050975,0.46972288744440643,919.2605200136845,5373997,4647,0.688,0.0450769230769229,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7427027360526814,8.67368398817567,6.824656803884834,15.49708269599524,919.2605200136845,6.824656803884834
csharp,2020-12,5577,6133,1.0996951766182534,0.46440738748431054,991.1395015241169,5527585,4439,0.688,0.0450769230769229,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7417921802022093,8.626585568187433,6.899863723934296,15.525261750163487,991.1395015241169,6.899863723934296
csharp,2021-01,6062,6545,1.079676674364896,0.44968657208841967,894.1913559881227,5420588,4771,0.688,0.0450769230769229,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7322124366135209,8.70996000607173,6.797037500995023,15.505715039098215,894.1913559881227,6.797037500995023
csharp,2021-02,5666,6151,1.0855983056830216,0.4477585598305683,818.2492057889164,4636200,4523,0.688,0.0450769230769229,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7350557712485537,8.64241515616962,6.708388318141672,15.349405838843595,818.2492057889164,6.708388318141672
csharp,2021-03,6232,6514,1.0452503209242618,0.45266367137355584,798.2188703465982,4974500,4905,0.688,0.0450769230769229,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7155201883236553,8.73761303680885,6.683634838600388,15.41983562203676,798.2188703465982,6.683634838600388
csharp,2021-04,5770,6098,1.05684575389948,0.43778162911611784,774.9646447140382,4471546,4618,0.688,0.0450769230769229,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7211736219085672,8.660600654710967,6.65410695820977,15.313244991727334,774.9646447140382,6.65410695820977
csharp,2021-05,5608,5962,1.0631241084165477,0.4333095577746077,796.8703637660485,4468849,4449,0.688,0.0450769230769229,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7242213914732962,8.632127729508337,6.681946132832156,15.312641662796457,796.8703637660485,6.681946132832156
csharp,2021-06,5503,5784,1.0510630565146284,0.4393966927130656,775.8275486098491,4269379,4358,0.688,0.0450769230769229,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7183582228958675,8.61323037961318,6.655218380573106,15.266979175599172,775.8275486098491,6.655218380573106
csharp,2021-07,5086,5358,1.0534801415650805,0.43570585922139204,805.0908375933936,4094692,4096,0.688,0.0450769230769229,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7195359838369545,8.534443544822764,6.692196437885042,15.225202302983986,805.0908375933936,6.692196437885042
csharp,2021-08,4973,5365,1.0788256585562035,0.43816609692338626,866.8216368389302,4310704,4069,0.688,0.0450769230769229,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.731803147041246,8.51197962436335,6.765986206032145,15.276612021789159,866.8216368389302,6.765986206032145
csharp,2021-09,4936,5253,1.0642220421393842,0.418354943273906,864.7951782820097,4268629,4019,0.688,0.0450769230769229,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7247534203890617,8.504513138258863,6.763648365902525,15.266803490632316,864.7951782820097,6.763648365902525
csharp,2021-10,5164,5598,1.0840433772269558,0.4326103795507359,847.5114252517428,4376549,4146,0.688,0.0450769230769229,1,1,0.0450769230769229,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7343099380828318,8.549660381553739,6.743483549818444,15.291771300743774,847.5114252517428,6.743483549818444
csharp,2021-11,5491,5997,1.092150792205427,0.4358040429794209,941.9981788380987,5172512,4401,0.688,0.0450769230769229,1,1,0.0450769230769229,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7381926240091328,8.61104776688786,6.849064351388855,15.458869201890122,941.9981788380987,6.849064351388855
csharp,2021-12,4928,5292,1.0738636363636365,0.429586038961039,883.7938311688312,4355336,3976,0.688,0.0450769230769229,1,1,0.0450769230769229,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7294133585443398,8.502891406705377,6.785354658737472,15.286912547594056,883.7938311688312,6.785354658737472
csharp,2022-01,5164,5476,1.0604182804027886,0.4146010844306739,964.2364446165763,4979317,4229,0.688,0.0450769230769229,0,1,0.0450769230769229,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7229090109291023,8.549660381553739,6.872373091654466,15.420803491831466,964.2364446165763,6.872373091654466
csharp,2022-02,4980,5202,1.044578313253012,0.40321285140562246,904.5977911646586,4504897,4053,0.688,0.0450769230769229,0,1,0.0450769230769229,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7151915644435827,8.513385953073284,6.808595268360982,15.32067580725882,904.5977911646586,6.808595268360982
csharp,2022-03,5568,5646,1.0140086206896552,0.3999640804597701,837.544540229885,4663448,4479,0.688,0.0450769230769229,0,1,0.0450769230769229,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7001270746693623,8.624970783589669,6.731667698790947,15.355265861096976,837.544540229885,6.731667698790947
csharp,2022-04,5087,5256,1.0332219382740317,0.3998427363868685,808.1077255749951,4110844,4160,0.688,0.0450769230769229,0,1,0.0450769230769229,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7096216965550386,8.534640105019959,6.695932067124401,15.22913916144749,808.1077255749951,6.695932067124401
csharp,2022-05,5399,5512,1.020929801815151,0.3985923319133173,680.3372846823486,3673141,4284,0.688,0.0450769230769229,0,1,0.0450769230769229,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7035577034368117,8.594154232552366,6.524057462074601,15.116557984550015,680.3372846823486,6.524057462074601
csharp,2022-06,5198,5242,1.0084647941515967,0.3855328972681801,601.645248172374,3127352,4167,0.688,0.0450769230769229,0,1,0.0450769230769229,1,0.0450769230769229,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.6973706462351942,8.556221578383715,6.401328712115478,14.955697517820475,601.645248172374,6.401328712115478
csharp,2022-07,5118,5241,1.0240328253223916,0.4017194216490817,562.8042203985932,2880432,4070,0.688,0.0450769230769229,0,1,0.0450769230769229,1,0.0450769230769229,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7050919693383679,8.540714386457584,6.3347070642827035,14.87345118803334,562.8042203985932,6.3347070642827035
csharp,2022-08,5380,5464,1.0156133828996283,0.38996282527881043,564.3063197026022,3035968,4241,0.688,0.0450769230769229,0,1,0.0450769230769229,1,0.0450769230769229,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.700923557462726,8.59062950948942,6.337367742997143,14.926041206641838,564.3063197026022,6.337367742997143
csharp,2022-09,4903,5068,1.0336528655924944,0.41158474403426476,506.8329594126045,2485002,3960,0.688,0.0450769230769229,0,1,0.0450769230769229,1,0.0450769230769229,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7098336171775597,8.497806477616047,6.230152573451386,14.725784424755599,506.8329594126045,6.230152573451386
csharp,2022-10,4949,5141,1.0387957163063246,0.4223075368761366,433.2180238432006,2143996,4038,0.688,0.0450769230769229,0,1,0.0450769230769229,1,0.0450769230769229,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7123592983957686,8.507142855562735,6.073546767046039,14.57818240191812,433.2180238432006,6.073546767046039
csharp,2022-11,5071,5242,1.0337211595346085,0.40741471110234667,424.69256556892134,2153616,4116,0.688,0.0450769230769229,0,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,0,0.0,0,0.0,0,0.0,0,0.0,0.70986719852105,8.531490496117062,6.05371740866686,14.582659312160677,424.69256556892134,6.05371740866686
csharp,2022-12,4575,4884,1.0675409836065575,0.4246994535519126,426.91147540983604,1953120,3741,0.688,0.0450769230769229,0,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,0,0.0,0,0.0,0,0.0,0,0.0,0.7263599705035488,8.428580533059634,6.058916341034282,14.484939163904807,426.91147540983604,6.058916341034282
csharp,2023-01,4630,4696,1.014254859611231,0.4086393088552916,361.0965442764579,1671877,3812,0.688,0.0450769230769229,0,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,0,0.0,0,0.0,0,0.0,0,0.0,0.7002493302879864,8.440528106480752,5.891910873164768,14.329458103457421,361.0965442764579,5.891910873164768
csharp,2023-02,4059,4087,1.0068982508006898,0.39738851933973884,344.55038186745503,1398530,3416,0.688,0.0450769230769229,0,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,0,0.0,0,0.0,0,0.0,0,0.0,0.6965903713694601,8.308938252595778,5.845138455637227,14.150932957985555,344.55038186745503,5.845138455637227
csharp,2023-03,4159,4202,1.010339023803799,0.4051454676604953,353.03943255590286,1468291,3431,0.688,0.0450769230769229,0,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,0,0.0,0,0.0,0,0.0,0.6983033764071462,8.333270353255308,5.869408298331068,14.199610378458354,353.03943255590286,5.869408298331068
csharp,2023-04,3627,3193,0.8803418803418803,0.35180590019299696,306.2531017369727,1110780,3101,0.688,0.0450769230769229,0,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,0,0.0,0,0.0,0,0.0,0.6314536115546054,8.196436811235028,5.727671843552138,13.920573929479152,306.2531017369727,5.727671843552138
csharp,2023-05,3735,2990,0.8005354752342704,0.32985274431057565,328.4958500669344,1226932,3167,0.688,0.0450769230769229,0,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,0,0.0,0,0.0,0,0.0,0.5880841069031222,8.225770799348734,5.797563759225721,14.02002811747518,328.4958500669344,5.797563759225721
csharp,2023-06,3694,2913,0.7885760693015701,0.3007579859231186,235.80752571737955,871073,3117,0.688,0.0450769230769229,0,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,0,0.0,0,0.0,0,0.0,0.5814198112707004,8.214735833382303,5.467247683405945,13.677482212042062,235.80752571737955,5.467247683405945
csharp,2023-07,3776,3022,0.8003177966101694,0.3188559322033898,203.78416313559322,769489,3188,0.688,0.0450769230769229,0,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,0,0.0,0,0.0,0.58796320299067,8.236685322712457,5.321956561735869,13.553483236725038,203.78416313559322,5.321956561735869
csharp,2023-08,3572,2829,0.791993281075028,0.3177491601343785,197.62961926091825,705933,3017,0.688,0.0450769230769229,0,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,0,0.0,0.5833285651456137,8.181160858023409,5.291441880777363,13.467277027686174,197.62961926091825,5.291441880777363
csharp,2023-09,2983,2453,0.8223265169292658,0.3422728796513577,174.791820315119,521404,2557,0.688,0.0450769230769229,0,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,0,0.0,0.6001139907562858,8.001019961323651,5.16930045581319,13.16428237000211,174.791820315119,5.16930045581319
csharp,2023-10,3123,2411,0.7720140890169709,0.3045148895292987,168.43579891130324,526025,2659,0.688,0.0450769230769229,0,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,0,0.0,0.5721168030637926,8.046869510959576,5.132474087585046,13.173105920156036,168.43579891130324,5.132474087585046
csharp,2023-11,3042,2432,0.799474030243261,0.3238001314924392,144.63477975016437,439979,2590,0.688,0.0450769230769229,0,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,0,0.0,0.5874944167813863,8.02059914989697,4.981101979147703,12.9944845503159,144.63477975016437,4.981101979147703
csharp,2023-12,2597,2012,0.7747400847131305,0.3226800154023874,114.35117443203697,296970,2252,0.688,0.0450769230769229,0,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,0,0.0,0.5736539810577598,7.862497197230545,4.747981166033359,12.601389769919797,114.35117443203697,4.747981166033359
csharp,2024-01,2622,2063,0.7868039664378337,0.3108314263920671,88.56445461479787,232216,2286,0.688,0.0450769230769229,0,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,0,0.0,0.5804285303488774,7.872073979866873,4.494958529381489,12.355427558313638,88.56445461479787,4.494958529381489
csharp,2024-02,2646,1990,0.7520786092214664,0.29969765684051397,68.87603930461073,182246,2333,0.688,0.0450769230769229,0,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,0,0.0,0.5608028597847413,7.881182202227102,4.246722805133676,12.113118188830073,68.87603930461073,4.246722805133676
csharp,2024-03,2831,1935,0.683504062168845,0.2620981985164253,46.92440833627693,132843,2455,0.688,0.0450769230769229,0,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,1,0.0450769230769229,0.5208773725467879,7.94873845481361,3.869624943237909,11.796930786449568,46.92440833627693,3.869624943237909
go,2018-01,525,709,1.3504761904761904,0.6076190476190476,3370.5504761904763,1769539,419,0.726,0.08307692307692294,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.8546179418737093,6.26530121273771,8.123127999496788,14.386230183767882,3370.5504761904763,8.123127999496788
go,2018-02,567,785,1.3844797178130512,0.6031746031746031,3810.485008818342,2160545,455,0.726,0.08307692307692294,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.8689809528751574,6.342121418721152,8.245774158275728,14.585871525495206,3810.485008818342,8.245774158275728
go,2018-03,583,762,1.3070325900514579,0.5746140651801029,3538.385934819897,2062879,486,0.726,0.08307692307692294,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.835962105685447,6.369900982828227,8.17170852634093,14.539613622644664,3538.385934819897,8.17170852634093
go,2018-04,602,771,1.2807308970099667,0.5764119601328903,3275.3853820598006,1971782,476,0.726,0.08307692307692294,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.82449596045915,6.401917196727186,8.094496076045546,14.49444876752186,3275.3853820598006,8.094496076045546
go,2018-05,612,764,1.2483660130718954,0.5571895424836601,2647.267973856209,1620128,502,0.726,0.08307692307692294,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.8102037359809628,6.418364935936212,7.881661110522849,14.298016333667926,2647.267973856209,7.881661110522849
go,2018-06,656,839,1.2789634146341464,0.5746951219512195,3413.266768292683,2239103,517,0.726,0.08307692307692294,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.8237206968806978,6.48768401848461,8.135718039813277,14.621586343809883,3413.266768292683,8.135718039813277
go,2018-07,670,866,1.2925373134328357,0.5850746268656717,2841.768656716418,1903985,510,0.726,0.08307692307692294,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.8296592013226057,6.508769136971682,7.9525337353947085,14.459460141365238,2841.768656716418,7.9525337353947085
go,2018-08,682,938,1.3753665689149561,0.5542521994134897,3800.934017595308,2592237,540,0.726,0.08307692307692294,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.8651517703829678,6.52649485957079,8.243265168241102,14.768032153226669,3800.934017595308,8.243265168241102
go,2018-09,650,872,1.3415384615384616,0.5707692307692308,2962.1784615384618,1925416,517,0.726,0.08307692307692294,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.8508081755319483,6.478509642208569,7.994017775776166,14.470653125621189,2962.1784615384618,7.994017775776166
go,2018-10,770,1023,1.3285714285714285,0.5701298701298702,2987.8155844155845,2300618,584,0.726,0.08307692307692294,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.8452549587574033,6.647688373563329,8.00263246229274,14.648688775125061,2987.8155844155845,8.00263246229274
go,2018-11,693,904,1.3044733044733046,0.5339105339105339,3568.5281385281387,2472990,552,0.726,0.08307692307692294,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.8348521490251093,6.542471960506805,8.180188691956166,14.720938907192442,3568.5281385281387,8.180188691956166
go,2018-12,636,820,1.2893081761006289,0.5566037735849056,3200.240566037736,2035353,493,0.726,0.08307692307692294,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.8282496654165091,6.456769655572163,8.071293690547343,14.526180317504236,3200.240566037736,8.071293690547343
go,2019-01,637,843,1.3233908948194661,0.5510204081632653,2602.923076923077,1658062,534,0.726,0.08307692307692294,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.8430277111859974,6.45833828334479,7.864774462540014,14.321160611542942,2602.923076923077,7.864774462540014
go,2019-02,609,789,1.2955665024630543,0.5385878489326765,2336.190476190476,1422740,509,0.726,0.08307692307692294,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.8309796550838586,6.413458957167357,7.756704835791985,14.16809585066782,2336.190476190476,7.756704835791985
go,2019-03,703,911,1.2958748221906116,0.5547652916073968,2340.5547652916075,1645410,567,0.726,0.08307692307692294,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.8311139570192292,6.556778356158042,7.758570417327917,14.313500758999105,2340.5547652916075,7.758570417327917
go,2019-04,628,760,1.2101910828025477,0.5047770700636943,2751.646496815287,1728034,534,0.726,0.08307692307692294,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7930789745985511,6.444131256700441,7.920318090365013,14.362495482770646,2751.646496815287,7.920318090365013
go,2019-05,649,742,1.1432973805855162,0.4869029275808937,2094.4391371340525,1359291,566,0.726,0.08307692307692294,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7623454752193529,6.476972362889683,7.647518422387874,14.122474533923839,2094.4391371340525,7.647518422387874
go,2019-06,506,614,1.2134387351778657,0.5237154150197628,2334.0296442687745,1181019,434,0.726,0.08307692307692294,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7945472950016748,6.2285110035911835,7.7557798656407275,13.981889029837124,2334.0296442687745,7.7557798656407275
go,2019-07,600,722,1.2033333333333334,0.5366666666666666,2210.0383333333334,1326023,522,0.726,0.08307692307692294,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7899713651954853,6.398594934535208,7.701217518261804,14.097695549111661,2210.0383333333334,7.701217518261804
go,2019-08,609,755,1.2397372742200328,0.5402298850574713,2570.008210180624,1565135,532,0.726,0.08307692307692294,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.8063585706935104,6.413458957167357,7.852053400641041,14.263483279139187,2570.008210180624,7.852053400641041
go,2019-09,602,802,1.3322259136212624,0.47840531561461797,2244.1461794019933,1350976,510,0.726,0.08307692307692294,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.8468231392769354,6.401917196727186,7.716525911375948,14.116338592371068,2244.1461794019933,7.716525911375948
go,2019-10,608,763,1.2549342105263157,0.524671052631579,2669.28125,1622923,522,0.726,0.08307692307692294,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.8131207975961473,6.411818267709897,7.889939082925387,14.299740018536484,2669.28125,7.889939082925387
go,2019-11,582,695,1.1941580756013745,0.5463917525773195,1515.1219931271478,881801,500,0.726,0.08307692307692294,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7857984083011015,6.368187186350492,7.323911033365241,13.689722819991404,1515.1219931271478,7.323911033365241
go,2019-12,600,773,1.2883333333333333,0.5216666666666666,2118.265,1270959,503,0.726,0.08307692307692294,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.8278237505518247,6.398594934535208,7.658824609439165,14.055283078393906,2118.265,7.658824609439165
go,2020-01,631,784,1.242472266244057,0.5213946117274167,2178.86529318542,1374864,513,0.726,0.08307692307692294,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.8075789475361248,6.448889394146858,7.6870183617571435,14.133866102444477,2178.86529318542,7.6870183617571435
go,2020-02,645,762,1.1813953488372093,0.5674418604651162,1705.4031007751937,1099985,536,0.726,0.08307692307692294,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7799647403186166,6.470799503782602,7.442142984299884,13.910808010414879,1705.4031007751937,7.442142984299884
go,2020-03,638,746,1.1692789968652038,0.5094043887147336,2071.605015673981,1321684,539,0.726,0.08307692307692294,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7743948528328249,6.459904454377535,7.636561556738495,14.094417995661296,2071.605015673981,7.636561556738495
go,2020-04,770,932,1.2103896103896103,0.5298701298701298,2354.2337662337663,1812760,644,0.726,0.08307692307692294,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7931687942855898,6.647688373563329,7.7643952653177255,14.410361655343962,2354.2337662337663,7.7643952653177255
go,2020-05,726,898,1.2369146005509641,0.5537190082644629,2969.119834710744,2155581,600,0.726,0.08307692307692294,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.8050975058968272,6.588926477533519,7.996357579370227,14.583571314663322,2969.119834710744,7.996357579370227
go,2020-06,686,806,1.1749271137026238,0.5349854227405247,1999.1603498542274,1371424,546,0.726,0.08307692307692294,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7769951530378209,6.532334292222349,7.600982631255358,14.131360903212693,1999.1603498542274,7.600982631255358
go,2020-07,626,737,1.1773162939297124,0.5223642172523961,1794.4009584664536,1123295,540,0.726,0.08307692307692294,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.778093060596434,6.440946540632921,7.492983651168081,13.931777778686794,1794.4009584664536,7.492983651168081
go,2020-08,688,764,1.1104651162790697,0.5319767441860465,1625.3255813953488,1118224,573,0.726,0.08307692307692294,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7469083574513977,6.535241271013659,7.394078504623977,13.927253164684803,1625.3255813953488,7.394078504623977
go,2020-09,702,797,1.1353276353276354,0.5341880341880342,1887.7207977207977,1325180,583,0.726,0.08307692307692294,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7586200940767867,6.555356891810665,7.543655052300408,14.097059611846598,1887.7207977207977,7.543655052300408
go,2020-10,578,641,1.1089965397923875,0.5155709342560554,2010.8269896193772,1162258,476,0.726,0.08307692307692294,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.746212260808894,6.361302477572996,7.606798538267559,13.965876083123623,2010.8269896193772,7.606798538267559
go,2020-11,509,586,1.1512770137524557,0.5245579567779961,1466.7917485265225,746597,439,0.726,0.08307692307692294,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7660616257000784,6.234410725718371,7.291514338434528,13.523282166648425,1466.7917485265225,7.291514338434528
go,2020-12,517,579,1.1199226305609284,0.44680851063829785,1479.1779497098646,764735,451,0.726,0.08307692307692294,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7513795929995317,6.249975242259483,7.299917595820807,13.547285955209425,1479.1779497098646,7.299917595820807
go,2021-01,548,641,1.1697080291970803,0.49635036496350365,1713.2372262773722,938854,470,0.726,0.08307692307692294,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7745926097427663,6.3080984415095305,7.4467234946432725,13.752416326671153,1713.2372262773722,7.4467234946432725
go,2021-02,545,646,1.1853211009174311,0.5431192660550459,1701.2880733944953,927202,462,0.726,0.08307692307692294,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.781762774692056,6.302618975744905,7.439728550624622,13.73992780655033,1701.2880733944953,7.439728550624622
go,2021-03,735,855,1.163265306122449,0.5170068027210885,2320.7972789115647,1705786,624,0.726,0.08307692307692294,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7716187960014406,6.601230118728877,7.750096853929592,14.349537145780538,2320.7972789115647,7.750096853929592
go,2021-04,604,685,1.1341059602649006,0.4966887417218543,2224.889072847682,1343833,525,0.726,0.08307692307692294,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7580478050043724,6.405228458030842,7.7079116980905225,14.111037280532246,2224.889072847682,7.7079116980905225
go,2021-05,627,710,1.1323763955342903,0.48325358851674644,1630.1148325358852,1022082,522,0.726,0.08307692307692294,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7572370364690225,6.4425401664681985,7.397019006357135,13.837353259755405,1630.1148325358852,7.397019006357135
go,2021-06,593,749,1.2630691399662732,0.521079258010118,1655.397976391231,981651,519,0.726,0.08307692307692294,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.8167219185339016,6.386879319362645,7.412400629979789,13.796992145710853,1655.397976391231,7.412400629979789
go,2021-07,580,740,1.2758620689655173,0.5275862068965518,1589.103448275862,921680,497,0.726,0.08307692307692294,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.8223589120399516,6.364750756851911,7.371554354906568,13.733954455686609,1589.103448275862,7.371554354906568
go,2021-08,722,919,1.2728531855955678,0.5055401662049861,1634.6952908587257,1180250,597,0.726,0.08307692307692294,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.8210359521972647,6.583409222158765,7.3998232472841945,13.981237685686294,1634.6952908587257,7.3998232472841945
